Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,CIK,SIC
AMED,Amedisys Inc,110.07,3527176419,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed,NASDAQ,896262,8082
UHAL,Amerco,389.34,7634096180,,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal,NASDAQ,4457,7510
AMRH,"Ameri Holdings, Inc.",0.2982,15004734.56,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh,NASDAQ,890821,3674
AMRHW,"Ameri Holdings, Inc.",0.036,0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw,NASDAQ,890821,3674
ATAX,"America First Multifamily Investors, L.P.",7.08,427817333.2,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax,NASDAQ,1059142,6199
AMOV,"America Movil, S.A.B. de C.V.",14.2987,47197858247,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,NASDAQ,1129137,4813
AAL,"American Airlines Group, Inc.",29.17,12975840305,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal,NASDAQ,6201,4512
AETI,"American Electric Technologies, Inc.",0.6122,5749362.431,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti,NASDAQ,1043186,3620
AFIN,"American Finance Trust, Inc.",11.62,1234172180,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin,NASDAQ,1568162,6798
AFINP,"American Finance Trust, Inc.",25.15,30180000,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afinp,NASDAQ,,
AMNB,"American National Bankshares, Inc.",35.9,400934646.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb,NASDAQ,741516,6021
ANAT,American National Insurance Company,115.65,3109504680,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat,NASDAQ,904163,6311
AOBC,American Outdoor Brands Corporation,9.01,491567111.5,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc,NASDAQ,1092796,3480
APEI,"American Public Education, Inc.",29.4,487633104,,2007,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei,NASDAQ,1201792,8200
AREC,American Resources Corporation,3.51,81839851.47,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arec,NASDAQ,,
AMRB,American River Bankshares,12.26,72182638.04,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb,NASDAQ,1108236,6022
AMSWA,"American Software, Inc.",13.05,406178927.1,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa,NASDAQ,713425,7372
AMSC,American Superconductor Corporation,10.68,228742339,,1991,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/amsc,NASDAQ,880807,3621
AMWD,American Woodmark Corporation,85.39,1440467221,,1986,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd,NASDAQ,794619,2430
CRMT,"America&#39;s Car-Mart, Inc.",87.54,586467314.3,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/crmt,NASDAQ,799850,5500
ABCB,Ameris Bancorp,36.16,1720684773,,1994,Finance,Major Banks,https://www.nasdaq.com/symbol/abcb,NASDAQ,351569,6022
AMSF,"AMERISAFE, Inc.",60.79,1171726034,,2005,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf,NASDAQ,1018979,6331
ASRV,AmeriServ Financial Inc.,4.18,73328385.68,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv,NASDAQ,707605,6021
ASRVP,AmeriServ Financial Inc.,29.565,620865,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp,NASDAQ,707605,6021
ATLO,Ames National Corporation,27.09,250388048,,,Finance,Major Banks,https://www.nasdaq.com/symbol/atlo,NASDAQ,1132651,6021
AMGN,Amgen Inc.,171.28,1.0447E+11,,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn,NASDAQ,318154,2836
FOLD,"Amicus Therapeutics, Inc.",12.18,2809958362,,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fold,NASDAQ,1178879,2834
AMKR,"Amkor Technology, Inc.",6.55,1569557564,,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr,NASDAQ,1047127,3674
AMPH,"Amphastar Pharmaceuticals, Inc.",21.21,998256476.5,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph,NASDAQ,1297184,2834
IBUY,Amplify Online Retail ETF,46.75,257125000,,,,,https://www.nasdaq.com/symbol/ibuy,NASDAQ,,
ASYS,"Amtech Systems, Inc.",5.76,82022152.32,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys,NASDAQ,720500,3559
AMRS,"Amyris, Inc.",4.02,375883901.2,,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs,NASDAQ,1365916,2860
ADI,"Analog Devices, Inc.",98.42,36391899961,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi,NASDAQ,6281,3674
ANAB,"AnaptysBio, Inc.",74.7,2018672258,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab,NASDAQ,1370053,2834
AVXL,Anavex Life Sciences Corp.,3.3,162079952.1,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl,NASDAQ,1314052,8731
ANCN,Anchiano Therapeutics Ltd.,4.95,12538647,2533060,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ancn,NASDAQ,1534248,2834
ANDA,Andina Acquisition Corp. III,9.82,136448900,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/anda,NASDAQ,1691936,6770
ANDAR,Andina Acquisition Corp. III,0.28,0,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andar,NASDAQ,1691936,6770
ANDAU,Andina Acquisition Corp. III,10.25,0,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andau,NASDAQ,1691936,6770
ANDAW,Andina Acquisition Corp. III,0.24,0,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andaw,NASDAQ,1691936,6770
ANGI,ANGI Homeservices Inc.,14.43,7309133282,,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi,NASDAQ,1705110,7310
ANGO,"AngioDynamics, Inc.",19.27,717150277.4,,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango,NASDAQ,1275187,3841
ANIP,"ANI Pharmaceuticals, Inc.",68.47,824907456.9,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip,NASDAQ,1023024,2834
ANIK,Anika Therapeutics Inc.,38.09,541141582.8,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik,NASDAQ,898437,3841
ANIX,"Anixa Biosciences, Inc.",4.03,79101359.87,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix,NASDAQ,715446,8071
ANSS,"ANSYS, Inc.",182.15,15287564071,,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss,NASDAQ,1013462,7372
ATRS,"Antares Pharma, Inc.",2.93,476476046.2,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs,NASDAQ,1016169,3841
APLS,"Apellis Pharmaceuticals, Inc.",19.1,1207740292,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls,NASDAQ,1492242,
APOG,"Apogee Enterprises, Inc.",39.15,1041368702,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog,NASDAQ,6845,3231
APEN,"Apollo Endosurgery, Inc.",3.5,76728204,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen,NASDAQ,1251769,3841
AINV,Apollo Investment Corporation,16.03,1103384206,,2004,,,https://www.nasdaq.com/symbol/ainv,NASDAQ,1278752,
AMEH,"Apollo Medical Holdings, Inc.",18.96,678162721,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh,NASDAQ,1083446,8742
APPF,"AppFolio, Inc.",95.06,3232590778,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,NASDAQ,1433195,7372
APPN,Appian Corporation,34.7,2245100584,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,NASDAQ,1441683,7372
AAPL,Apple Inc.,178.97,8.23454E+11,,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,NASDAQ,320193,3571
ARCI,"Appliance Recycling Centers of America, Inc.",5.5,9320107.5,,,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci,NASDAQ,862861,5700
APDN,Applied DNA Sciences Inc,0.528,20003362.9,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,NASDAQ,744452,7380
APDNW,Applied DNA Sciences Inc,0.01,0,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw,NASDAQ,744452,7380
AGTC,Applied Genetic Technologies Corporation,3.8,69050978,,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc,NASDAQ,1273636,2836
AMAT,"Applied Materials, Inc.",39.5,36976144696,,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,NASDAQ,6951,3674
AAOI,"Applied Optoelectronics, Inc.",9.03,180054822.8,,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi,NASDAQ,1158114,3674
APLT,"Applied Therapeutics, Inc.",10.01,170692542,,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aplt,NASDAQ,,
AREX,Approach Resources Inc.,0.2468,23124473.4,,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex,NASDAQ,1405073,1311
APVO,Aptevo Therapeutics Inc.,0.7103,32027582.56,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo,NASDAQ,1671584,2834
APTX,Aptinyx Inc.,3.33,111762162.6,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx,NASDAQ,1674365,2834
APM,Aptorum Group Limited,28.57,186769775.3,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apm,NASDAQ,1734005,2834
APTO,"Aptose Biosciences, Inc.",2.03,84289722.93,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto,NASDAQ,882361,2836
APYX,Apyx Medical Corporation,5.83,198463868.9,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apyx,NASDAQ,719135,3841
AQMS,"Aqua Metals, Inc.",1.89,84609408.87,,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms,NASDAQ,1621832,3341
AQB,"AquaBounty Technologies, Inc.",2.14,46220907.7,,,,,https://www.nasdaq.com/symbol/aqb,NASDAQ,1603978,900
AQST,"Aquestive Therapeutics, Inc.",4.23,105644838,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst,NASDAQ,1398733,2834
AQXP,"Aquinox Pharmaceuticals, Inc.",2.62,61667904.16,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp,NASDAQ,1404644,2834
PETX,"Aratana Therapeutics, Inc.",4.76,233094220.2,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx,NASDAQ,1509190,2834
ARAV,"Aravive, Inc.",6.19,69801535,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav,NASDAQ,1513818,2834
ABUS,Arbutus Biopharma Corporation,1.91,110807068.5,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus,NASDAQ,1447028,2834
ARCW,"ARC Group Worldwide, Inc.",0.51,11922400.56,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,NASDAQ,826326,3490
ABIO,"ARCA biopharma, Inc.",6.97,17348427.58,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio,NASDAQ,907654,2835
RKDA,"Arcadia Biosciences, Inc.",5.2,24842578.8,,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda,NASDAQ,1469443,2870
ARCB,ArcBest Corporation,26.43,674316360.4,,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb,NASDAQ,894405,4213
ACGL,Arch Capital Group Ltd.,34.4,13890837373,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,NASDAQ,947484,6331
ACGLO,Arch Capital Group Ltd.,24.63,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo,NASDAQ,947484,6331
ACGLP,Arch Capital Group Ltd.,23.44,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp,NASDAQ,947484,6331
FUV,"Arcimoto, Inc.",2.95,48223623.45,,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv,NASDAQ,1558583,3751
ARCE,Arco Platform Limited,36.3,1828051629,,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce,NASDAQ,1740594,8200
ARCT,Arcturus Therapeutics Ltd.,6.45,69411823.35,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arct,NASDAQ,1566049,2834
ARDX,"Ardelyx, Inc.",2.81,175907244.8,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx,NASDAQ,1437402,2834
ARNA,"Arena Pharmaceuticals, Inc.",53.41,2647537225,,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,NASDAQ,1080709,2834
ARCC,Ares Capital Corporation,17.88,7622211816,,2004,,,https://www.nasdaq.com/symbol/arcc,NASDAQ,1287750,
ARGX,argenx SE,137.38,2862046607,20833066,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,NASDAQ,1697862,2836
ARDS,Aridis Pharmaceuticals Inc.,9.32,75559942.8,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards,NASDAQ,1614067,2834
ARKR,Ark Restaurants Corp.,20.25,70851591,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr,NASDAQ,779544,5812
ARTX,Arotech Corporation,2.25,59996790,,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx,NASDAQ,916529,3690
ARQL,"ArQule, Inc.",7.53,823103373.8,,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql,NASDAQ,1019695,2834
ARRY,Array BioPharma Inc.,27.09,6007228170,,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,NASDAQ,1100412,2834
DWCR,Arrow DWA Country Rotation ETF,26.1979,14408845,,,,,https://www.nasdaq.com/symbol/dwcr,NASDAQ,,
DWAT,Arrow DWA Tactical ETF,10.8525,5426250,,,,,https://www.nasdaq.com/symbol/dwat,NASDAQ,,
AROW,Arrow Financial Corporation,33.73,488552572,,,Finance,Major Banks,https://www.nasdaq.com/symbol/arow,NASDAQ,717538,6021
ARWR,"Arrowhead Pharmaceuticals, Inc.",24.04,2279330627,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr,NASDAQ,879407,2834
ARTNA,Artesian Resources Corporation,36.9,342230526,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna,NASDAQ,863110,4941
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.0897,8947936.583,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw,NASDAQ,7623,3523
ARVN,"Arvinas, Inc.",21.97,710207690.5,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn,NASDAQ,1655759,2834
ARYA,ARYA Sciences Acquisition Corp.,9.97,179148437.5,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya,NASDAQ,1746037,6770
ARYAU,ARYA Sciences Acquisition Corp.,10.65,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau,NASDAQ,1746037,6770
ARYAW,ARYA Sciences Acquisition Corp.,1.29,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw,NASDAQ,1746037,6770
ASNA,"Ascena Retail Group, Inc.",1.05,207445694.4,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna,NASDAQ,1498301,5600
ASND,Ascendis Pharma A/S,128.96,5812783920,45074317,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,NASDAQ,1612042,2834
ASCMA,"Ascent Capital Group, Inc.",1.23,15362134.2,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma,NASDAQ,1437106,7380
APWC,Asia Pacific Wire & Cable Corporation Limited,2.2002,30406035.73,,,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc,NASDAQ,1026980,3357
ASLN,ASLAN Pharmaceuticals Limited,3.2,17323148.8,5413484,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln,NASDAQ,1722926,2834
ASML,ASML Holding N.V.,189.8,13610704905,71710774,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,NASDAQ,937966,3559
ASPU,Aspen Group Inc.,4.14,77204653.38,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu,NASDAQ,1487198,8200
AZPN,"Aspen Technology, Inc.",114.77,7915006658,,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,NASDAQ,929940,7371
ASMB,"Assembly Biosciences, Inc.",15.61,399631282.2,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb,NASDAQ,1426800,2834
ASRT,"Assertio Therapeutics, Inc.",3.43,220909705.7,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt,NASDAQ,1005201,2834
ASFI,"Asta Funding, Inc.",6.99,46731050.85,,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi,NASDAQ,1001258,6153
ASTE,"Astec Industries, Inc.",29.76,670511608.3,,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste,NASDAQ,792987,3531
ATRO,Astronics Corporation,41.39,1351460527,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro,NASDAQ,8063,3728
ALOT,"AstroNova, Inc.",26.13,182698948,,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot,NASDAQ,8146,3577
ASTC,Astrotech Corporation,3.9,22528385.1,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc,NASDAQ,1001907,3826
ASUR,Asure Software Inc,6.6,101672109,,,Technology,EDP Services,https://www.nasdaq.com/symbol/asur,NASDAQ,884144,7373
ASV,"ASV Holdings, Inc.",2,19794416,,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv,NASDAQ,1690881,3531
ATAI,ATA Inc.,2,22061262,11030631,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai,NASDAQ,1420529,8200
ATRA,"Atara Biotherapeutics, Inc.",23.21,1075105141,,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra,NASDAQ,1604464,2836
ATNX,"Athenex, Inc.",14,1078919772,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx,NASDAQ,1300699,2834
ATHX,"Athersys, Inc.",1.8,269597219.4,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx,NASDAQ,1368148,2834
ATIF,ATIF Holdings Limited,4,146400000,,2019,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/atif,NASDAQ,,
AAME,Atlantic American Corporation,2.51,50558036.44,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame,NASDAQ,8177,6311
ACBI,"Atlantic Capital Bancshares, Inc.",17.23,415317278.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi,NASDAQ,1461755,6022
AUB,Atlantic Union Bankshares Corporation,34.51,2831687578,,,Finance,Major Banks,https://www.nasdaq.com/symbol/aub,NASDAQ,883948,6022
AY,Atlantica Yield plc,21.76,2180727578,,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,NASDAQ,1601072,4911
ATLC,Atlanticus Holdings Corporation,3.69,58943211.3,,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc,NASDAQ,1464343,6141
AAWW,Atlas Air Worldwide Holdings,39,1008216690,,,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww,NASDAQ,1135185,4522
AFH,"Atlas Financial Holdings, Inc.",0.7532,8990925.804,,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh,NASDAQ,1539894,6331
AFHBL,"Atlas Financial Holdings, Inc.",9.5715,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl,NASDAQ,1539894,6331
TEAM,Atlassian Corporation Plc,129.52,31222402955,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,NASDAQ,1650372,7372
ATNI,"ATN International, Inc.",60.7,970821778.3,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni,NASDAQ,879585,4813
ATOM,Atomera Incorporated,3.94,60406121.82,,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom,NASDAQ,1420520,3674
ATOS,Atossa Genetics Inc.,2.6,23724303.2,,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,NASDAQ,1488039,2834
ATRC,"AtriCure, Inc.",29.51,1139778010,,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc,NASDAQ,1323885,3841
ATRI,Atrion Corporation,889.03,1647155667,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri,NASDAQ,701288,3841
ATIS,Attis Industries Inc.,2.15,7403525,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis,NASDAQ,949721,4950
ATISW,Attis Industries Inc.,0.1063,0,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw,NASDAQ,949721,4950
LIFE,"aTyr Pharma, Inc.",0.4395,20159140.26,,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,NASDAQ,1073431,2836
AUBN,"Auburn National Bancorporation, Inc.",36.58,130984493.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn,NASDAQ,750574,6022
BOLD,"Audentes Therapeutics, Inc.",38.1,1687466450,,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold,NASDAQ,1628738,2836
AUDC,AudioCodes Ltd.,15.32,449601279.4,,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc,NASDAQ,1086434,3661
