Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,CIK
AMRHW,"Ameri Holdings, Inc.",0.036,0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw,NASDAQ,0000890821
ATAX,"America First Multifamily Investors, L.P.",7.08,427817333.16,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax,NASDAQ,0001059142
AMOV,"America Movil, S.A.B. de C.V.",14.2987,47197858247.0135,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,NASDAQ,0001129137
AAL,"American Airlines Group, Inc.",29.17,12975840304.55,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal,NASDAQ,0000006201
AETI,"American Electric Technologies, Inc.",0.6122,5749362.4308,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti,NASDAQ,0001043186
AFIN,"American Finance Trust, Inc.",11.62,1234172180.22,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin,NASDAQ,0001568162
AFINP,"American Finance Trust, Inc.",25.15,30180000,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afinp,NASDAQ,
AMNB,"American National Bankshares, Inc.",35.9,400934646.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb,NASDAQ,0000741516
ANAT,American National Insurance Company,115.65,3109504680,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat,NASDAQ,0000904163
AOBC,American Outdoor Brands Corporation,9.01,491567111.48,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc,NASDAQ,0001092796
APEI,"American Public Education, Inc.",29.4,487633104,,2007,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei,NASDAQ,0001201792
AREC,American Resources Corporation,3.51,81839851.47,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arec,NASDAQ,
AMRB,American River Bankshares,12.26,72182638.04,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb,NASDAQ,0001108236
AMSWA,"American Software, Inc.",13.05,406178927.1,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa,NASDAQ,0000713425
AMSC,American Superconductor Corporation,10.68,228742338.96,,1991,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/amsc,NASDAQ,0000880807
AMWD,American Woodmark Corporation,85.39,1440467221.47,,1986,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd,NASDAQ,0000794619
CRMT,"America&#39;s Car-Mart, Inc.",87.54,586467314.34,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/crmt,NASDAQ,0000799850
ABCB,Ameris Bancorp,36.16,1720684773.44,,1994,Finance,Major Banks,https://www.nasdaq.com/symbol/abcb,NASDAQ,0000351569
AMSF,"AMERISAFE, Inc.",60.79,1171726034.2,,2005,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf,NASDAQ,0001018979
ASRV,AmeriServ Financial Inc.,4.18,73328385.68,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv,NASDAQ,0000707605
ASRVP,AmeriServ Financial Inc.,29.565,620865,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp,NASDAQ,0000707605
ATLO,Ames National Corporation,27.09,250388047.98,,,Finance,Major Banks,https://www.nasdaq.com/symbol/atlo,NASDAQ,0001132651
AMGN,Amgen Inc.,171.28,104469783612.96,,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn,NASDAQ,0000318154
FOLD,"Amicus Therapeutics, Inc.",12.18,2809958362.26,,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fold,NASDAQ,0001178879
AMKR,"Amkor Technology, Inc.",6.55,1569557563.95,,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr,NASDAQ,0001047127
AMPH,"Amphastar Pharmaceuticals, Inc.",21.21,998256476.49,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph,NASDAQ,0001297184
IBUY,Amplify Online Retail ETF,46.75,257125000,,,,,https://www.nasdaq.com/symbol/ibuy,NASDAQ,
ASYS,"Amtech Systems, Inc.",5.76,82022152.32,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys,NASDAQ,0000720500
AMRS,"Amyris, Inc.",4.02,375883901.16,,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs,NASDAQ,0001365916
ADI,"Analog Devices, Inc.",98.42,36391899961.34,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi,NASDAQ,0000006281
ANAB,"AnaptysBio, Inc.",74.7,2018672257.5,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab,NASDAQ,0001370053
AVXL,Anavex Life Sciences Corp.,3.3,162079952.1,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl,NASDAQ,0001314052
ANCN,Anchiano Therapeutics Ltd.,4.95,12538647,2533060,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ancn,NASDAQ,0001534248
ANDA,Andina Acquisition Corp. III,9.82,136448900,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/anda,NASDAQ,0001691936
ANDAR,Andina Acquisition Corp. III,0.28,0,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andar,NASDAQ,0001691936
ANDAU,Andina Acquisition Corp. III,10.25,0,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andau,NASDAQ,0001691936
ANDAW,Andina Acquisition Corp. III,0.24,0,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andaw,NASDAQ,0001691936
ANGI,ANGI Homeservices Inc.,14.43,7309133282.49,,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi,NASDAQ,0001705110
ANGO,"AngioDynamics, Inc.",19.27,717150277.38,,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango,NASDAQ,0001275187
ANIP,"ANI Pharmaceuticals, Inc.",68.47,824907456.87,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip,NASDAQ,0001023024
ANIK,Anika Therapeutics Inc.,38.09,541141582.8,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik,NASDAQ,0000898437
ANIX,"Anixa Biosciences, Inc.",4.03,79101359.87,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix,NASDAQ,0000715446
ANSS,"ANSYS, Inc.",182.15,15287564070.95,,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss,NASDAQ,0001013462
ATRS,"Antares Pharma, Inc.",2.93,476476046.23,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs,NASDAQ,0001016169
APLS,"Apellis Pharmaceuticals, Inc.",19.1,1207740291.6,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls,NASDAQ,0001492242
APOG,"Apogee Enterprises, Inc.",39.15,1041368702.4,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog,NASDAQ,0000006845
APEN,"Apollo Endosurgery, Inc.",3.5,76728204,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen,NASDAQ,0001251769
AINV,Apollo Investment Corporation,16.03,1103384205.56,,2004,,,https://www.nasdaq.com/symbol/ainv,NASDAQ,0001278752
AMEH,"Apollo Medical Holdings, Inc.",18.96,678162720.96,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh,NASDAQ,0001083446
APPF,"AppFolio, Inc.",95.06,3232590777.64,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,NASDAQ,0001433195
APPN,Appian Corporation,34.7,2245100583.5,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,NASDAQ,0001441683
AAPL,Apple Inc.,178.97,823454392750,,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,NASDAQ,0000320193
ARCI,"Appliance Recycling Centers of America, Inc.",5.5,9320107.5,,,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci,NASDAQ,0000862861
APDN,Applied DNA Sciences Inc,0.528,20003362.896,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,NASDAQ,0000744452
APDNW,Applied DNA Sciences Inc,0.01,0,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw,NASDAQ,0000744452
AGTC,Applied Genetic Technologies Corporation,3.8,69050978,,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc,NASDAQ,0001273636
AMAT,"Applied Materials, Inc.",39.5,36976144695.5,,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,NASDAQ,0000006951
AAOI,"Applied Optoelectronics, Inc.",9.03,180054822.78,,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi,NASDAQ,0001158114
APLT,"Applied Therapeutics, Inc.",10.01,170692542.02,,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aplt,NASDAQ,
AREX,Approach Resources Inc.,0.2468,23124473.4024,,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex,NASDAQ,0001405073
APVO,Aptevo Therapeutics Inc.,0.7103,32027582.5557,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo,NASDAQ,0001671584
APTX,Aptinyx Inc.,3.33,111762162.63,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx,NASDAQ,0001674365
APM,Aptorum Group Limited,28.57,186769775.33,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apm,NASDAQ,0001734005
APTO,"Aptose Biosciences, Inc.",2.03,84289722.93,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto,NASDAQ,0000882361
APYX,Apyx Medical Corporation,5.83,198463868.9,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apyx,NASDAQ,0000719135
AQMS,"Aqua Metals, Inc.",1.89,84609408.87,,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms,NASDAQ,0001621832
AQB,"AquaBounty Technologies, Inc.",2.14,46220907.7,,,,,https://www.nasdaq.com/symbol/aqb,NASDAQ,0001603978
AQST,"Aquestive Therapeutics, Inc.",4.23,105644837.97,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst,NASDAQ,0001398733
AQXP,"Aquinox Pharmaceuticals, Inc.",2.62,61667904.16,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp,NASDAQ,0001404644
PETX,"Aratana Therapeutics, Inc.",4.76,233094220.24,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx,NASDAQ,0001509190
ARAV,"Aravive, Inc.",6.19,69801535,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav,NASDAQ,0001513818
ABUS,Arbutus Biopharma Corporation,1.91,110807068.52,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus,NASDAQ,0001447028
ARCW,"ARC Group Worldwide, Inc.",0.51,11922400.56,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,NASDAQ,0000826326
ABIO,"ARCA biopharma, Inc.",6.97,17348427.58,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio,NASDAQ,0000907654
RKDA,"Arcadia Biosciences, Inc.",5.2,24842578.8,,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda,NASDAQ,0001469443
ARCB,ArcBest Corporation,26.43,674316360.42,,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb,NASDAQ,0000894405
ACGL,Arch Capital Group Ltd.,34.4,13890837372.8,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,NASDAQ,0000947484
ACGLO,Arch Capital Group Ltd.,24.63,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo,NASDAQ,0000947484
ACGLP,Arch Capital Group Ltd.,23.44,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp,NASDAQ,0000947484
FUV,"Arcimoto, Inc.",2.95,48223623.45,,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv,NASDAQ,0001558583
ARCE,Arco Platform Limited,36.3,1828051628.7,,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce,NASDAQ,0001740594
ARCT,Arcturus Therapeutics Ltd.,6.45,69411823.35,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arct,NASDAQ,0001566049
ARDX,"Ardelyx, Inc.",2.81,175907244.83,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx,NASDAQ,0001437402
ARNA,"Arena Pharmaceuticals, Inc.",53.41,2647537225.06,,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,NASDAQ,0001080709
ARCC,Ares Capital Corporation,17.88,7622211816,,2004,,,https://www.nasdaq.com/symbol/arcc,NASDAQ,0001287750
ARGX,argenx SE,137.38,2862046607.08,20833066,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,NASDAQ,0001697862
ARDS,Aridis Pharmaceuticals Inc.,9.32,75559942.8,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards,NASDAQ,0001614067
ARKR,Ark Restaurants Corp.,20.25,70851591,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr,NASDAQ,0000779544
ARTX,Arotech Corporation,2.25,59996790,,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx,NASDAQ,0000916529
ARQL,"ArQule, Inc.",7.53,823103373.81,,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql,NASDAQ,0001019695
ARRY,Array BioPharma Inc.,27.09,6007228169.67,,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,NASDAQ,0001100412
DWCR,Arrow DWA Country Rotation ETF,26.1979,14408845,,,,,https://www.nasdaq.com/symbol/dwcr,NASDAQ,
DWAT,Arrow DWA Tactical ETF,10.8525,5426250,,,,,https://www.nasdaq.com/symbol/dwat,NASDAQ,
AROW,Arrow Financial Corporation,33.73,488552571.95,,,Finance,Major Banks,https://www.nasdaq.com/symbol/arow,NASDAQ,0000717538
ARWR,"Arrowhead Pharmaceuticals, Inc.",24.04,2279330627.44,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr,NASDAQ,0000879407
ARTNA,Artesian Resources Corporation,36.9,342230526,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna,NASDAQ,0000863110
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.0897,8947936.5828,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw,NASDAQ,0000007623
ARVN,"Arvinas, Inc.",21.97,710207690.53,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn,NASDAQ,0001655759
ARYA,ARYA Sciences Acquisition Corp.,9.97,179148437.5,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya,NASDAQ,0001746037
ARYAU,ARYA Sciences Acquisition Corp.,10.65,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau,NASDAQ,0001746037
ARYAW,ARYA Sciences Acquisition Corp.,1.29,0,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw,NASDAQ,0001746037
ASNA,"Ascena Retail Group, Inc.",1.05,207445694.4,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna,NASDAQ,0001498301
ASND,Ascendis Pharma A/S,128.96,5812783920.32,45074317,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,NASDAQ,0001612042
ASCMA,"Ascent Capital Group, Inc.",1.23,15362134.2,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma,NASDAQ,0001437106
APWC,Asia Pacific Wire & Cable Corporation Limited,2.2002,30406035.7338,,,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc,NASDAQ,0001026980
ASLN,ASLAN Pharmaceuticals Limited,3.2,17323148.8,5413484,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln,NASDAQ,0001722926
ASML,ASML Holding N.V.,189.8,13610704905.2,71710774,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,NASDAQ,0000937966
ASPU,Aspen Group Inc.,4.14,77204653.38,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu,NASDAQ,0001487198
AZPN,"Aspen Technology, Inc.",114.77,7915006658.21,,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,NASDAQ,0000929940
ASMB,"Assembly Biosciences, Inc.",15.61,399631282.19,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb,NASDAQ,0001426800
ASRT,"Assertio Therapeutics, Inc.",3.43,220909705.66,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt,NASDAQ,0001005201
ASFI,"Asta Funding, Inc.",6.99,46731050.85,,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi,NASDAQ,0001001258
ASTE,"Astec Industries, Inc.",29.76,670511608.32,,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste,NASDAQ,0000792987
ATRO,Astronics Corporation,41.39,1351460526.79,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro,NASDAQ,0000008063
ALOT,"AstroNova, Inc.",26.13,182698947.99,,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot,NASDAQ,0000008146
ASTC,Astrotech Corporation,3.9,22528385.1,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc,NASDAQ,0001001907
ASUR,Asure Software Inc,6.6,101672109,,,Technology,EDP Services,https://www.nasdaq.com/symbol/asur,NASDAQ,0000884144
ASV,"ASV Holdings, Inc.",2,19794416,,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv,NASDAQ,0001690881
ATAI,ATA Inc.,2,22061262,11030631,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai,NASDAQ,0001420529
ATRA,"Atara Biotherapeutics, Inc.",23.21,1075105141.33,,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra,NASDAQ,0001604464
ATNX,"Athenex, Inc.",14,1078919772,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx,NASDAQ,0001300699
ATHX,"Athersys, Inc.",1.8,269597219.4,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx,NASDAQ,0001368148
ATIF,ATIF Holdings Limited,4,146400000,,2019,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/atif,NASDAQ,
AAME,Atlantic American Corporation,2.51,50558036.44,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame,NASDAQ,0000008177
ACBI,"Atlantic Capital Bancshares, Inc.",17.23,415317278.53,,,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi,NASDAQ,0001461755
AUB,Atlantic Union Bankshares Corporation,34.51,2831687577.67,,,Finance,Major Banks,https://www.nasdaq.com/symbol/aub,NASDAQ,0000883948
AY,Atlantica Yield plc,21.76,2180727577.6,,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,NASDAQ,0001601072
ATLC,Atlanticus Holdings Corporation,3.69,58943211.3,,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc,NASDAQ,0001464343
AAWW,Atlas Air Worldwide Holdings,39,1008216690,,,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww,NASDAQ,0001135185
AFH,"Atlas Financial Holdings, Inc.",0.7532,8990925.804,,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh,NASDAQ,0001539894
AFHBL,"Atlas Financial Holdings, Inc.",9.5715,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl,NASDAQ,0001539894
TEAM,Atlassian Corporation Plc,129.52,31222402954.64,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,NASDAQ,0001650372
ATNI,"ATN International, Inc.",60.7,970821778.3,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni,NASDAQ,0000879585
ATOM,Atomera Incorporated,3.94,60406121.82,,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom,NASDAQ,0001420520
ATOS,Atossa Genetics Inc.,2.6,23724303.2,,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,NASDAQ,0001488039
ATRC,"AtriCure, Inc.",29.51,1139778009.5,,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc,NASDAQ,0001323885
ATRI,Atrion Corporation,889.03,1647155666.68,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri,NASDAQ,0000701288
ATIS,Attis Industries Inc.,2.15,7403525,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis,NASDAQ,0000949721
ATISW,Attis Industries Inc.,0.1063,0,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw,NASDAQ,0000949721
LIFE,"aTyr Pharma, Inc.",0.4395,20159140.2645,,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,NASDAQ,0001073431
AUBN,"Auburn National Bancorporation, Inc.",36.58,130984493.44,,,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn,NASDAQ,0000750574
